name,category,purpose,price_model,stars,verified,url
Android Remote Control MCP,MISC,"AI agent controls any Android app from the phone, no cables or root",FREE,,true,https://github.com/danielealbano/android-remote-control-mcp
Desktop Commander MCP,MISC,"Gives Claude/agent full computer control: read/write files, terminal, run code",FREE,3000,false,https://github.com/wshobson/agents
FastMCP (Python framework),MISC,Build custom MCP servers in Python in minutes with decorators,FREE,27000,true,https://github.com/jlowin/fastmcp
Filesystem MCP,MISC,Read/write local files and directories safely from an agent,FREE,89000,true,https://github.com/modelcontextprotocol/servers/tree/main/src/filesystem
Filesystem MCP Server,MISC,Filesystem read/write access,FREE,89405,true,https://glama.ai/mcp/servers/modelcontextprotocol/filesystem
Google Maps MCP Server,MISC,"Maps, geocoding, places",FREE-TIER+ADDON,89405,true,https://glama.ai/mcp/servers/modelcontextprotocol/google-maps
Knowledge Graph Memory Server,MISC,Persistent memory graph,FREE,89405,true,https://glama.ai/mcp/servers/modelcontextprotocol/knowledge-graph-memory-server
MCP Inspector,MISC,"Debug, test and inspect MCP servers in a web UI",FREE,11000,true,https://github.com/modelcontextprotocol/inspector
Memory MCP,MISC,Persistent cross-session knowledge graph for the agent,FREE,,true,https://github.com/modelcontextprotocol/servers/tree/main/src/memory
Svelte MCP,MISC,Svelte/SvelteKit documentation and framework knowledge for AI coding assistants,FREE,306,false,https://github.com/sveltejs/ai-tools
everything,MISC,MCP reference test server,FREE,89000,true,https://github.com/modelcontextprotocol/servers/tree/main/src/everything
figma-mcp,MISC,"Design-to-code: read Figma layers, tokens, variants and layout rules",FREE-TIER+ADDON,12958,false,https://github.com/GLips/Figma-Context-MCP
filesystem,MISC,Secure local file operations,FREE,89000,true,https://github.com/modelcontextprotocol/servers/tree/main/src/filesystem
gread,MISC,Read-it-later RSS reader,FREE,21954,true,https://gread--nitrofire-q.run.tools
ha-mcp,MISC,Home Assistant control,FREE,4353,true,https://github.com/homeassistant-ai/ha-mcp
hexstrike-ai,MISC,Security testing agent toolkit,FREE,10943,true,https://github.com/0x4m4/hexstrike-ai
mcp-servers-official,MISC,Official reference MCP servers,FREE,89443,true,https://github.com/modelcontextprotocol/servers
memory,MISC,Knowledge-graph persistent memory,FREE,89000,true,https://github.com/modelcontextprotocol/servers/tree/main/src/memory
mobile-mcp,MISC,Mobile device automation,FREE,5885,true,https://github.com/mobile-next/mobile-mcp
peekaboo,MISC,macOS screen capture,FREE,4979,true,https://github.com/openclaw/Peekaboo
sequentialthinking,MISC,Structured step-by-step reasoning,FREE,89000,true,https://github.com/modelcontextprotocol/servers/tree/main/src/sequentialthinking
sidetap,MISC,See and control a real iPhone from Windows over USB (no Mac/jailbreak),FREE,,true,https://github.com/ucsandman/sidetap
subwayinfo,MISC,NYC subway status,FREE,20869,true,https://subwayinfo.run.tools
time,MISC,Time and timezone conversion,FREE,89000,true,https://github.com/modelcontextprotocol/servers/tree/main/src/time
windows-mcp,MISC,Windows computer use,FREE,6727,true,https://github.com/CursorTouch/Windows-MCP
zipp,MISC,Zip archive operations,FREE,16205,true,https://zipp--deficlow.run.tools
Atlassian Jira MCP (mcp-atlassian),PRODUCTIVITY,"Jira and Confluence access: projects, issues, sprints, documents, comments",FREE,5700,true,https://github.com/sooperset/mcp-atlassian
BridgeMind MCP,PRODUCTIVITY,Agent task orchestration: create tasks with instructions+knowledge on a Kanban board for sub-agents,PAID,,false,https://bridgemind.ai
Jira MCP,PRODUCTIVITY,"Read/update issues, statuses and comments from the agent",FREE,,false,https://github.com/atlassian-labs/mcp-jira
Linear MCP,PRODUCTIVITY,"Issue tracking: create, triage, update Linear tickets",FREE,,true,https://github.com/linear-app/linear-mcp-server
Notion MCP,PRODUCTIVITY,"Read/write Notion pages, databases and docs from the agent",FREE,4586,true,https://github.com/makenotion/notion-mcp-server
"Notion MCP (official, NotionHQ)",PRODUCTIVITY,"Full Notion workspace control: pages, databases, search, comments, users",FREE,4600,true,https://github.com/makenotion/notion-mcp-server
PostHog MCP,PRODUCTIVITY,Autonomous product analytics: agent reads traffic/funnel data and improves conversions,FREE-TIER+ADDON,1000,false,https://github.com/PostHog/mcp
Taskmaster MCP,PRODUCTIVITY,Turns PRDs into actionable task/subtask checklists and agent rules,FREE,2000,false,https://github.com/taskmaster-ai/taskmaster
Zapier MCP,PRODUCTIVITY,"Connect AI assistants to 8,000+ apps (Airtable, Gmail, Slack, CRMs) via OAuth",FREE-TIER+ADDON,0,true,https://zapier.com/mcp
airtable,PRODUCTIVITY,"Airtable: bases, tables, records CRUD",FREE-TIER+ADDON,455,true,https://github.com/domdomegg/airtable-mcp-server
apple-notes,PRODUCTIVITY,Apple Notes: create/read/search notes (macOS),FREE,410,true,https://github.com/RafalWilinski/mcp-apple-notes
asana,PRODUCTIVITY,"Asana: tasks, projects, sections, workspaces",FREE-TIER+ADDON,145,true,https://github.com/roychri/mcp-server-asana
basecamp,PRODUCTIVITY,"Basecamp 3: projects, todos, messages",PAID,95,true,https://github.com/georgeantonopoulos/Basecamp-MCP-Server
confluence,PRODUCTIVITY,"Confluence: pages, spaces, search",FREE-TIER+ADDON,5726,true,https://github.com/sooperset/mcp-atlassian
evernote,PRODUCTIVITY,Evernote: search and read notes,FREE-TIER+ADDON,55,true,https://github.com/brentmid/evernote-mcp-server
excel-mcp-server,PRODUCTIVITY,Excel file manipulation,FREE,4103,true,https://github.com/haris-musa/excel-mcp-server
favcrm,PRODUCTIVITY,CRM contact management,FREE-TIER+ADDON,8514,true,https://favcrm--favcrm.run.tools
figma,PRODUCTIVITY,Figma design files to code,FREE-TIER+ADDON,16000,true,https://github.com/GLips/Figma-Context-MCP
github,PRODUCTIVITY,"GitHub: repos, issues, PRs, Projects, Actions, code search",FREE-TIER+ADDON,32148,true,https://github.com/github/github-mcp-server
google-docs,PRODUCTIVITY,"Google Docs: create/edit documents, manage permissions",FREE,636,true,https://github.com/a-bonus/google-docs-mcp
google-drive,PRODUCTIVITY,"Google Drive: list/search files, read and upload content",FREE,201,true,https://github.com/piotr-agier/google-drive-mcp
google-workspace,PRODUCTIVITY,"Google Workspace suite: Gmail, Calendar, Drive, Docs, Sheets, Tasks in one server",FREE,3000,true,https://github.com/taylorwilsdon/google_workspace_mcp
google-workspace-mcp,PRODUCTIVITY,Gmail/Calendar/Docs control,FREE,3000,true,https://github.com/taylorwilsdon/google_workspace_mcp
googlecalendar,PRODUCTIVITY,Calendar events management,FREE,19350,true,https://googlecalendar.run.tools
googledrive,PRODUCTIVITY,Drive file management,FREE,8883,true,https://googledrive.run.tools
googlesheets,PRODUCTIVITY,Spreadsheet CRUD,FREE,61672,true,https://googlesheets.run.tools
hubspot,PRODUCTIVITY,"HubSpot CRM: contacts, companies, deals, pipeline",FREE-TIER+ADDON,127,true,https://github.com/baryhuang/mcp-hubspot
jira,PRODUCTIVITY,"Jira: issues, projects, sprints, search",FREE-TIER+ADDON,5726,true,https://github.com/sooperset/mcp-atlassian
linear,PRODUCTIVITY,"Linear: issues, cycles, projects, teams",FREE-TIER+ADDON,347,true,https://github.com/jerhadf/linear-mcp-server
linear-mcp,PRODUCTIVITY,"Issues, sprints/cycles and projects in Linear",FREE-TIER+ADDON,1100,false,https://github.com/linearapp/mcp-server
markdownify-mcp,PRODUCTIVITY,Anything to Markdown,FREE,2909,true,https://github.com/zcaceres/markdownify-mcp
mcp-atlassian,PRODUCTIVITY,Confluence & Jira tools,FREE,5726,true,https://github.com/sooperset/mcp-atlassian
mcp-notion-server (suekou),PRODUCTIVITY,Lightweight NodeJS Notion MCP server for second-brain / knowledge-base workflows,FREE,919,true,https://github.com/suekou/mcp-notion-server
mcp-obsidian,PRODUCTIVITY,Obsidian vault access,FREE,4287,true,https://github.com/MarkusPfundstein/mcp-obsidian
monday,PRODUCTIVITY,"Monday.com: boards, items, updates, groups",FREE-TIER+ADDON,34,true,https://github.com/Prat011/mcp-server-monday
n8n MCP,PRODUCTIVITY,Trigger n8n automations/workflows directly from the AI agent,FREE,,true,https://docs.n8n.io/integrations/builtin/mcp/
notebooklm-mcp,PRODUCTIVITY,NotebookLM research access,FREE,3221,true,https://github.com/PleasePrompto/notebooklm-mcp
notion-mcp,PRODUCTIVITY,"Read/write Notion pages, databases and comments",FREE-TIER+ADDON,2500,false,https://github.com/makenotion/notion-mcp-server
notion-mcp-server,PRODUCTIVITY,Notion workspace tools,FREE,4586,true,https://github.com/makenotion/notion-mcp-server
obsidian,PRODUCTIVITY,"Obsidian vault: read/write notes, search, tags",FREE,4287,true,https://github.com/MarkusPfundstein/mcp-obsidian
obsidian-local-rest-api,PRODUCTIVITY,Obsidian vault REST/MCP,FREE,2775,true,https://github.com/coddingtonbear/obsidian-local-rest-api
obsidian-mcp,PRODUCTIVITY,"Read/write Obsidian notes: vision, graph analysis, section edits",FREE,1400,false,https://github.com/MarkusPfundstein/mcp-obsidian
office,PRODUCTIVITY,Microsoft Office desktop: Word/Excel/Outlook automation (Windows),FREE,109,true,https://github.com/OfficeMCP/OfficeMCP
salesforce,PRODUCTIVITY,"Salesforce: records, SOQL, org metadata",PAID,454,true,https://github.com/salesforcecli/mcp
sap-mcp,PRODUCTIVITY,SAP business data access,FREE-TIER+ADDON,34350,true,https://sap-mcp--oobe-protocol.run.tools
todoist,PRODUCTIVITY,"Todoist: tasks, projects, labels, filters",FREE-TIER+ADDON,391,true,https://github.com/abhiz123/todoist-mcp-server
toggl,PRODUCTIVITY,"Toggl Track: time entries, projects, workspaces",FREE-TIER+ADDON,31,true,https://github.com/verygoodplugins/mcp-toggl
trello,PRODUCTIVITY,"Trello: boards, lists, cards, comments",FREE-TIER+ADDON,432,true,https://github.com/delorenj/mcp-server-trello
zapier-mcp,PRODUCTIVITY,"One MCP connection to 9,000+ apps with governed OAuth",FREE-TIER+ADDON,,false,https://zapier.com/mcp
Context7 MCP,SEARCH-RESEARCH,Live library documentation,FREE-TIER+ADDON,60589,true,https://glama.ai/mcp/servers/upstash/context7
DuckDuckGo MCP,SEARCH-RESEARCH,Web search via DuckDuckGo from any MCP client,FREE,1400,true,https://github.com/nickclyde/duckduckgo-mcp-server
Exa MCP,SEARCH-RESEARCH,Ultra-powerful real-time web + code search (better than built-in web search),FREE-TIER+ADDON,3000,false,https://github.com/exa-labs/exa-mcp-server
Fetch MCP,SEARCH-RESEARCH,Fetch URLs and convert web pages to markdown for LLM consumption,FREE,89000,false,https://github.com/modelcontextprotocol/servers/tree/main/src/fetch
Fetch MCP Server,SEARCH-RESEARCH,Fetch & convert web pages,FREE,89405,true,https://glama.ai/mcp/servers/modelcontextprotocol/fetch
Firecrawl MCP,SEARCH-RESEARCH,Web scraping and structured search results for agents,FREE-TIER+ADDON,4000,false,https://github.com/mendableai/firecrawl-mcp
Tavily MCP,SEARCH-RESEARCH,Deeper web search / research API for agents,FREE-TIER+ADDON,2000,false,https://github.com/tavily-ai/tavily-mcp
World Monitor MCP,SEARCH-RESEARCH,Real-time world intelligence,FREE-TIER+ADDON,,false,https://glama.ai/mcp/servers/koala73/worldmonitor
apify,SEARCH-RESEARCH,3000+ web scrapers and extractors,FREE-TIER+ADDON,3300,true,https://github.com/apify/actors-mcp-server
apify-mcp-server,SEARCH-RESEARCH,Social & web scraping,FREE-TIER+ADDON,3272,true,https://github.com/apify/apify-mcp-server
arxiv-mcp-server,SEARCH-RESEARCH,"Search and analyze arXiv papers (abstracts, PDFs, metadata)",FREE,3041,true,https://github.com/blazickjp/arxiv-mcp-server
brave,SEARCH-RESEARCH,Web search via Brave,FREE-TIER+ADDON,105821,true,https://brave.run.tools
brave-search,SEARCH-RESEARCH,Web and local search via Brave,FREE-TIER+ADDON,1400,true,https://github.com/brave/brave-search-mcp-server
brave-search (archived reference),SEARCH-RESEARCH,Web and local search via Brave,FREE-TIER+ADDON,,true,https://github.com/modelcontextprotocol/servers-archived/tree/main/src/brave-search
brave-search-mcp,SEARCH-RESEARCH,"Web, image, video and news search via Brave Search API",FREE-TIER+ADDON,1366,true,https://github.com/brave/brave-search-mcp-server
brightdata-mcp,SEARCH-RESEARCH,Web scraping via Bright Data,PAID,2581,true,https://github.com/brightdata/brightdata-mcp
deep-research,SEARCH-RESEARCH,LLM deep research agent,FREE,4685,true,https://github.com/u14app/deep-research
duckduckgo-mcp,SEARCH-RESEARCH,Private web search via DuckDuckGo (no API key),FREE,1405,true,https://github.com/nickclyde/duckduckgo-mcp-server
exa,SEARCH-RESEARCH,Neural web search,FREE-TIER+ADDON,9474,true,https://exa.run.tools
exa-mcp-server,SEARCH-RESEARCH,Neural/semantic web search with content retrieval (Exa),FREE-TIER+ADDON,4852,true,https://github.com/exa-labs/exa-mcp-server
firecrawl,SEARCH-RESEARCH,Web scraping and search API,FREE-TIER+ADDON,7200,true,https://github.com/firecrawl/firecrawl-mcp-server
firecrawl-mcp,SEARCH-RESEARCH,Web search + scrape + crawl + structured extraction in one server,FREE-TIER+ADDON,3100,false,https://github.com/firecrawl/firecrawl-mcp-server
firecrawl-mcp-server,SEARCH-RESEARCH,Web scraping & search,FREE-TIER+ADDON,7212,true,https://github.com/firecrawl/firecrawl-mcp-server
news,SEARCH-RESEARCH,AI news aggregation,FREE,48083,true,https://news--theagenttimes.run.tools
paper-search-mcp-openai,SEARCH-RESEARCH,Academic paper search,FREE,57769,true,https://paper-search-mcp-openai--adamamer20.run.tools
pubmed,SEARCH-RESEARCH,Biomedical literature search,FREE,39747,true,https://pubmed.run.tools
pubmed-mcp,SEARCH-RESEARCH,PubMed/Europe PMC literature search with full-text retrieval,FREE,134,true,https://github.com/cyanheads/pubmed-mcp-server
search,SEARCH-RESEARCH,Naver web search,FREE,13102,true,https://search--naver.run.tools
serpapi-mcp,SEARCH-RESEARCH,Google SERP (and 100+ engines) results via SerpAPI,FREE-TIER+ADDON,164,true,https://github.com/serpapi/serpapi-mcp
serper-mcp,SEARCH-RESEARCH,Google search + webpage scraping via Serper.dev,FREE-TIER+ADDON,160,true,https://github.com/marcopesani/mcp-server-serper
tavily,SEARCH-RESEARCH,AI-optimized web search API,FREE-TIER+ADDON,2300,true,https://github.com/tavily-ai/tavily-mcp
tavily-mcp,SEARCH-RESEARCH,LLM-optimized web search with citations and extracted content,FREE-TIER+ADDON,2311,true,https://github.com/tavily-ai/tavily-mcp
wikipedia-mcp,SEARCH-RESEARCH,"Search Wikipedia, read summaries and full articles",FREE,2,true,https://github.com/cyanheads/wikipedia-mcp-server
world-news-mcp,SEARCH-RESEARCH,"World News API: headlines, search, article extraction",FREE-TIER+ADDON,9,true,https://github.com/ddsky/world-news-api-mcp
